player,recent_form,surface_winrate
John Jorgeson,0.49,0.64
Dani Andres Rodrigues Acosta,0.45,0.77
Trey Carter,0.73,0.56
Kai Lemke,0.65,0.55
Matthew Johnson,0.84,0.5
Rossouw Norval,0.67,0.53
Ivanhoe Lissanevitch,0.62,0.59
Gabriel Nery,0.64,0.71
Nazar Khrustalev,0.79,0.83
Reinaldo Regardiz,0.41,0.56
Domingos Sousa Coutinho,0.86,0.49
Maxime De Montfalcon,0.76,0.65
Chase E Perez Blanco,0.84,0.83
Juan Lugo,0.88,0.61
Thomas Hulme,0.51,0.9
Victor Chaw,0.69,0.54
Andres Donayre,0.64,0.82
Mayez Jupiter Elrich,0.67,0.66
Adam Oshannessy,0.42,0.46
Udit Yadav,0.86,0.55
Archit Jain,0.88,0.87
Constandinos Christoforou,0.74,0.4
Vadym Zrazhevskyy,0.53,0.82
Mario Nicosia,0.79,0.85
Philip Sikman,0.77,0.47
Aymane Chahoui,0.69,0.93
Khalil Outaleb,0.49,0.88
Souhail Boukdeir,0.5,0.5
Yuri Lorenzi,0.69,0.53
Jamie Asanee Praditngam,0.46,0.85
Nicolas Dvorak,0.76,0.7
Himanshu Mourya,0.51,0.91
Alejandro Obando,0.86,0.94
Sourabh Singh,0.85,0.59
Andreas Damianou,0.55,0.45
Jose Oscar Diaz,0.44,0.79
Clemente Armanet,0.71,0.91
Pablo Llanos,0.62,0.49
Terrell Whitehurst,0.47,0.94
Gurjot Sidhu,0.67,0.51
Gautham Ramkumar,0.9,0.45
Elias Chala,0.43,0.67
Javier Renato Rodriguez Sanchez,0.53,0.84
Oscar Matias Leiva Biason,0.67,0.59
Alejandro Flores Cuba,0.8,0.58
Ghassan Alansi,0.41,0.51
Federico Juan Aguilar,0.77,0.94
Christoph Lang,0.47,0.59
Rian Pandole,0.82,0.77
Jaydeep S Chudasama,0.75,0.47
Kartik Kuber Chavare Bhaiyu,0.63,0.65
Denis Davydov,0.81,0.84
Matteo Giangrande,0.77,0.93
Ben Churchman,0.78,0.5
Ruben Geeraert,0.55,0.45
Vidith Huot,0.71,0.94
Patricio Gallegos,0.47,0.7
Johannes Seeman,0.81,0.59
Tsatsu Kofi Segbedzie,0.66,0.93
Matias Fernando Casanello,0.81,0.61
Mohamed Anouar Braham,0.51,0.53
Wisdom Na Adjrago,0.47,0.84
Romain Bousquet,0.74,0.57
Stefan Norodom,0.43,0.58
Ignacio German Dagostino Herrera,0.52,0.64
Jatuporn Nalamphun,0.85,0.78
Jirayu Limpathum,0.47,0.86
Elvio Di Cosmo,0.59,0.52
Leander Lazaro,0.87,0.6
Fritz Verdad,0.41,0.67
Joao Luiz Carvalho,0.62,0.41
Felipe Lima,0.79,0.78
Enzo Kohn,0.85,0.71
Lucas Lobao,0.77,0.47
Andres Ariel Fernandez Lopez,0.84,0.47
Adria Alvarez,0.42,0.89
Orkhan Manafli,0.45,0.78
Grigory Potemkin,0.77,0.61
Cristian Popa,0.78,0.59
Wei Yu Su,0.7,0.57
Torben Otto,0.77,0.76
Nidzhat Ibragimov,0.83,0.5
Mahmud Mahmudov,0.67,0.94
Sergio Ruiz,0.87,0.78
Nicolo Schiliro,0.75,0.47
Chase Wood,0.64,0.48
Daniel Groom,0.61,0.76
Omar Ferreras,0.78,0.61
Rasul Gojayev,0.72,0.76
Omer Touchmair,0.81,0.8
Rodrigo Chavez,0.79,0.7
Nikita Potapov,0.66,0.54
Adam Ambrozy,0.87,0.7
Denis Pisarchuk,0.75,0.63
Robin Bailly,0.5,0.89
Jourdan Kast,0.71,0.81
Cameron Edward Smith,0.5,0.74
Julien Evrard,0.68,0.42
Hu Liu,0.79,0.94
Karlo Boljat,0.81,0.71
Marko Ilic,0.73,0.54
Tom Diederich,0.79,0.73
Adam Hornby,0.64,0.85
Antoine Gaudon,0.68,0.7
Filip Malbasic,0.84,0.83
David Caprotta Carreres,0.65,0.63
Aland Sanson,0.58,0.72
Mehdi Mazouz,0.8,0.63
Tetsu Sakamoto,0.43,0.69
Nikita Valentsev,0.88,0.49
Glen Dawes,0.57,0.73
Nate Eazor,0.71,0.94
Juan Aranda,0.74,0.82
Germain Simon,0.47,0.58
Billy Rowe,0.81,0.88
Anas Chakrouni,0.69,0.89
David Koch Carrillo,0.56,0.5
Jose Pablo Andres Gomez,0.83,0.43
Rodrigo Manzo Monsech,0.71,0.71
Vuk Skadarka,0.79,0.66
Ben Doghmani,0.9,0.79
Jonathan Star,0.47,0.56
Corey Karen,0.77,0.61
Dino Bonetta,0.78,0.55
Andres Rosales Pacheco,0.84,0.56
Quentin Coulaud,0.6,0.41
Alvaro Regalado Pedrol,0.83,0.68
Toru Horie,0.72,0.66
Ahmed Janahi,0.43,0.6
Yousif Dhaif,0.42,0.7
Jerico Bohol,0.64,0.62
Roy Boutagy,0.79,0.64
Pietro Manola,0.59,0.4
Elio Ramaglia,0.83,0.44
Martin Barbier,0.65,0.48
Alexandre Belmonte,0.41,0.5
Wilhem Labrador,0.89,0.65
Aurelien Marne,0.64,0.88
Aleksander Pawlicki,0.73,0.62
Spencer Furman,0.5,0.74
Jesus Tapiador Barajas,0.55,0.41
Francesco Faggella,0.64,0.87
Maxwell Mendelsohn,0.83,0.46
Henry Patrick Cacciatore,0.45,0.56
Benjamin Tasevac,0.79,0.85
Matias Callarami,0.69,0.55
Rayyan Aljufairi,0.65,0.54
Tanishq Mahendru,0.84,0.73
Robert Loeb,0.46,0.9
William Howells,0.9,0.52
Pablo Belda,0.83,0.74
Vasileios Iliopoulos,0.56,0.73
Rafael Gonzalez Almazan,0.63,0.76
Sanin Zukic,0.41,0.92
Adam Svensson,0.66,0.49
Duarte Sousa,0.67,0.76
Minseob Lim,0.86,0.5
Guan Kai Wang,0.59,0.57
Orlando Popovic,0.69,0.61
Ivan Dikenstein,0.77,0.86
Bruno Caula,0.7,0.43
Matias Ezequiel Vitola,0.48,0.8
Gianmarco De Santis,0.49,0.9
Andrea Del Prete,0.47,0.44
Jiho Lee,0.51,0.83
Lorenzo Camilli,0.56,0.46
Gerardo Penchyna Cardenas,0.77,0.93
Abhishek Gaur,0.43,0.85
Joaquin Fort,0.81,0.78
Timothy Elgegren,0.53,0.7
Viktor Thoresson,0.71,0.91
Ante Zovko,0.68,0.47
Nabil Abdallah,0.48,0.47
Mohamed Racym Rahim,0.54,0.85
Ho Gi Kang,0.55,0.67
Fayzullokhon Mavlyudov,0.71,0.86
Sherzodbek Radjabov,0.79,0.61
Francisco Javier Arce Vieyra,0.9,0.65
Frantisek Pechala,0.45,0.58
Or Grinberg,0.87,0.92
Kim David Staiger,0.68,0.66
Juan Jose Arjona Venturelli,0.58,0.82
Evgeniy Akhmadeev,0.54,0.78
Hadzhymyrat Charyyev,0.5,0.53
Valentin Popescu,0.68,0.9
Werapath Sirijariyaporn,0.87,0.7
Filippo Piranomonte,0.49,0.87
Giovanni Orsoni,0.62,0.86
Filippo Moggian,0.5,0.43
Igor Rossi,0.49,0.74
Sebastian Mermersky,0.83,0.83
Juan Francisco Blanco,0.53,0.9
Ivan Sebastian Matijevic,0.52,0.68
Luka Matic,0.85,0.81
Filip Ambrozy,0.59,0.93
Azamat Lukmanov,0.4,0.86
Winter Meagher,0.76,0.87
Brant Vaughan Switzler,0.66,0.62
Tomas Oliveira,0.79,0.45
Stepan Holis,0.69,0.93
Ross Watson,0.58,0.78
Matthew Chadwick,0.43,0.49
Lewis Denton,0.83,0.94
Alexander Wolfschmidt,0.5,0.79
Giacomo Giunta,0.89,0.45
Honghan Wang,0.52,0.49
Taylor Witt,0.81,0.88
Rodrigo Garcia,0.79,0.92
Piotr Smietana,0.63,0.6
Maksymilian Raupuk,0.6,0.63
Giuseppe Ricciardi,0.75,0.62
Marco Gulisano,0.66,0.86
Davide Ragonese,0.72,0.65
Nicola Montani,0.64,0.61
Guillaume Mackenzie,0.68,0.74
Raul Alin Dicu,0.49,0.67
Naoto Kai,0.43,0.69
Adrian Kowalski,0.58,0.62
Louis Newman,0.63,0.65
Michael Morphy,0.85,0.42
Ivan Bryusov,0.61,0.91
Ivan Korol,0.62,0.42
Jocelyn Devilliers,0.74,0.83
Tomas Vyrostko,0.5,0.56
Peter Samosi,0.84,0.46
Teppei Uesugi,0.61,0.74
Daniel Bennett,0.87,0.79
Tomasz Dudek,0.54,0.75
Ksawery Pociej,0.63,0.72
Azizhon Turgunov,0.79,0.69
Samuel Serrano,0.68,0.7
Juan Jose Bermudez,0.73,0.88
Taishi Kurashima,0.54,0.45
Andrea Baldoni,0.56,0.49
Giulio Giulioli,0.65,0.85
Manuel Ribeca,0.5,0.57
Andrei Cosmin Holban,0.46,0.82
Kayra Kargin,0.82,0.59
Atakan Gezer,0.79,0.91
Andrea Casati,0.87,0.55
Dario Vogogna,0.69,0.63
Dane Esses,0.61,0.49
Sacha Raymond,0.45,0.77
Julian Prins,0.83,0.62
Matteo Fortini,0.63,0.92
Malik Bhatnagar,0.68,0.41
Bulut Ozcelik,0.56,0.61
Calvin Thalheimer,0.66,0.41
Ang Ji,0.79,0.58
Tomas Gorvalan,0.76,0.61
Beruk Tsegai,0.89,0.54
Joao Pedro Tayar,0.65,0.54
Gustavo Puga,0.66,0.54
Joshua Oxley,0.43,0.55
Vittorio Angeli,0.59,0.56
Peter Tarwid,0.86,0.87
Benjamin Vandixhorn,0.58,0.42
Graham Alrutz,0.78,0.94
Ruitong Fang,0.89,0.55
Mateus De Carvalho Cardoso Alves,0.46,0.42
Pierre Montrieul,0.57,0.5
Jimmy Dougherty,0.64,0.92
Diego Morganti,0.52,0.95
Breno Henrique Simonato Pereira,0.41,0.54
Borja Perez Allica,0.63,0.52
Inigo Torre Martin,0.67,0.86
Giovanni Narcisi,0.71,0.9
Max Bohl,0.81,0.76
Henrique Nappi Zuliani,0.53,0.91
Tulio Antunes Crepaldi,0.43,0.92
Mark Kolenberg,0.44,0.82
Gabriel Pfanner,0.65,0.59
Daiki Kato,0.86,0.48
Piercarlo Coccio,0.89,0.68
Paride Mangiaterra,0.5,0.56
Edoardo Castagna,0.48,0.47
Tomas Vaise,0.58,0.62
Martin Poplawski,0.63,0.66
Ao Li,0.8,0.76
Andre Russo,0.79,0.52
Alejandro Martinez Dura,0.86,0.88
Hangyeom Kim,0.83,0.5
Sukhee Ann,0.62,0.95
Donggeun Oh,0.41,0.71
Nick Zieziula,0.52,0.48
Charlie Maher,0.71,0.86
Leon Vessels,0.65,0.54
Nikita Girey Demir,0.52,0.5
Victor Huet,0.47,0.47
Arnaud Capel,0.51,0.7
Hung Minh Huynh,0.53,0.88
Tomas Pavlovsky,0.83,0.89
Amadeo Blasco Hervas,0.76,0.83
Bjorn Nareyka,0.68,0.72
Laurens Deelstra,0.41,0.69
Alvar Gutierrez Medina,0.81,0.61
Saul Verdugo Vicente,0.68,0.42
Tommaso Roggero,0.71,0.86
Marco Pivotto,0.43,0.95
Beck Pennington,0.81,0.91
Evgeny Danilov,0.82,0.91
Yahir Alcolea Salido,0.84,0.58
Marco Bergagnin,0.66,0.45
William Flavell,0.6,0.88
Gianluca Quinzi,0.44,0.82
Tom Dynka,0.5,0.61
Jakob Kevelaerts,0.51,0.86
Niklas Virtanen,0.43,0.48
Oleg Ladik,0.48,0.76
Ayoub Rhout,0.84,0.92
Klemen Nikolas,0.67,0.9
Tomas Vanko,0.78,0.82
Luis Fernandez Labarta,0.54,0.55
Victor Pham,0.47,0.46
Annei Laska,0.59,0.58
Zi Yang Cai,0.8,0.74
Yang Liu,0.55,0.57
Tim Buttner,0.5,0.63
Jan Simon Vrbsky,0.41,0.62
Nikoloz Davlianidze,0.71,0.58
Jannik Giesse,0.62,0.91
Juan Erro,0.53,0.58
Davide Pozzi,0.66,0.95
Tudor Stefan Gheorghita,0.75,0.52
Mats Uytterhoeven,0.52,0.88
Turpal Gadamauri,0.7,0.8
Milos Dabic,0.53,0.77
Bogdan Bajic,0.89,0.64
Bjarne Mannheims,0.77,0.85
Hendrawan Susanto,0.7,0.67
Omar Fiorenzato,0.49,0.47
Giovanni David,0.69,0.55
Tim Alexander Ruetzel,0.8,0.5
Luis Erlenbusch,0.77,0.71
Arnaud Destrebecq,0.79,0.76
Lorenzo Corioni,0.56,0.58
Matteo Vialmin,0.56,0.42
Odeda Muhammad Arazza,0.67,0.76
Gijs Buntsma,0.54,0.43
Harry Lim,0.46,0.93
Yuvraj Chaudhary,0.63,0.89
Lucas Agra,0.4,0.86
Enrico Dos Santos Lima,0.78,0.6
Arthur Hugounenq,0.77,0.81
Federico Morgotti,0.68,0.43
Seunghun Shin,0.77,0.45
Pawin Jirapoomdaje,0.71,0.67
Shane Biddaiah,0.75,0.72
Ankit Chopra,0.43,0.82
Michael Boguslavsky,0.84,0.56
Hugo Cazaban,0.72,0.7
Pierre Joffre,0.71,0.43
Laszlo Szendroi,0.59,0.66
Jasper Van Vliet,0.41,0.77
Brian De Vrind,0.85,0.94
Guy Stokman,0.89,0.82
Rodrigo Ramos Codes,0.8,0.95
Matteo Siccardi,0.86,0.67
Tarun Anirudh Chilakalapudi,0.46,0.64
Omar Elkadi,0.46,0.86
Ashraf El Sayed,0.84,0.65
Ivan Mitric,0.43,0.82
Eitan Dray,0.45,0.95
Nick Stachowiak,0.81,0.8
Ivan Randjelovic,0.68,0.41
Goran Radanovic,0.6,0.5
Mohamed Khamlich,0.68,0.55
Michael Ogden,0.84,0.85
Mustafa Erdogan,0.78,0.91
Ryoto Tachi,0.75,0.76
Rafn Kumar Bonifacius,0.89,0.45
Joao Pedro Alcantara,0.66,0.67
Felipe Galvao,0.4,0.87
Bruno Pessoa,0.61,0.6
Gabor Janos Toth,0.45,0.44
Javier Casasolas Monllor,0.46,0.83
Michele Fois,0.53,0.76
Dias Meiirbek,0.59,0.66
Oezen Usakli,0.64,0.87
Juan Miguel Jaramillo,0.48,0.87
Diego Alejandro Giraldo Restrepo,0.56,0.79
Juan Pablo Rodas,0.54,0.92
Robert Baylon,0.58,0.65
Austen Huang,0.45,0.8
Cristobal Rivera,0.6,0.86
Reo Takimoto,0.68,0.75
Shungo Fujii,0.45,0.7
Zdravko Divic,0.66,0.8
Marcel Marlon Sudzum,0.78,0.59
Ajay Pruthvi Nemakal,0.4,0.6
Sultan Narbekov,0.42,0.94
Francisco Faria,0.63,0.47
Serban Mucenic,0.84,0.86
Florent Casays,0.9,0.83
Gabriel Vallim,0.45,0.43
Giovane Bueres,0.41,0.79
Driss Lbahy,0.51,0.45
Ludvik Fjeldstad,0.63,0.52
Theo Vandeweghe,0.69,0.93
Patrick Flynn,0.89,0.6
Andres Cardona Arango,0.84,0.43
Geoffrey Thomas,0.68,0.69
Gabriel Andres Yaguar Espinoza,0.58,0.51
Tomas Coronel,0.56,0.63
Azizbek Akhmadjonov,0.69,0.46
Cong Tien Le,0.76,0.45
Juan Pablo Becker,0.64,0.68
Manfred Brandes,0.55,0.58
Guillermo Alejandro Arrambide Herrera,0.71,0.49
Eric Rutledge,0.68,0.72
Anthony Obekpa,0.61,0.43
Adimabua Joseph Iyorovbe,0.77,0.81
Andrea Caligiana,0.54,0.43
Ismael Carrero,0.64,0.93
Thomas Schwencke Lindqvist,0.87,0.8
Rick Staal,0.76,0.89
Benjamin Fumi,0.59,0.64
Christopher Andrew Itodo,0.67,0.43
Micheal Oluwatosin Osewa,0.6,0.53
Carlos Jose Cuevas,0.46,0.93
J T Nishimura,0.57,0.74
Timothy Sah,0.83,0.53
Hoa Tran Van,0.63,0.67
Jesus Martinez Garcia,0.69,0.57
Victor Arias Escobar,0.49,0.67
Marcos Torralbo Albos,0.58,0.86
Mateo Etchevarne,0.86,0.52
Jose Mayorga Cruz,0.56,0.62
Andres Meneses,0.53,0.65
Marko Pasalic,0.43,0.72
Chun En Wu,0.45,0.44
Ze Gong,0.69,0.51
Zhu Guo,0.73,0.62
Shun Tian Shi,0.72,0.85
Mateo Vereau Melendez,0.67,0.5
Javier Rodriguez,0.65,0.88
Patrick Rynsaardt,0.44,0.59
Gunther Matta,0.82,0.54
Andrew Ton,0.66,0.63
Johan Jonhagen,0.47,0.7
Yuri Khachatryan,0.47,0.8
Dominik Barton,0.66,0.66
Ting Hou He,0.52,0.85
Nicolas Ezequiel Natalicchio,0.86,0.85
Lucas Guerrero Cocios,0.65,0.4
Nicholas Garcia,0.89,0.84
Roy Knight,0.77,0.64
Matej Panik,0.81,0.93
Toms Sutris,0.59,0.85
Pablo Beltran Martin Lorente,0.47,0.61
Andrea Palmese,0.74,0.75
Alexandros Voinea,0.6,0.51
Ethan Tulliani,0.87,0.56
Tim Hofmann,0.5,0.51
Gauderic Vilmaure,0.71,0.81
Karl Adrian Ringdal Noerstenaes,0.83,0.4
Markus Nordby,0.6,0.62
Karen Khachatryan,0.88,0.86
Victor Hugo Nunez Mendoza,0.44,0.79
Carlos Andres Carrera Hidalgo,0.69,0.63
Emilio Bowen,0.79,0.75
Ricardo Alban,0.5,0.64
Jonathan Bejar,0.43,0.86
Andrew Ely,0.44,0.71
Mohamed Zakaria Khalil,0.56,0.75
Achraf Nafaa,0.51,0.94
Johann Soares Valinho,0.51,0.82
Sergio Capel Vicente,0.63,0.56
Andrea Trapani,0.44,0.83
Edgar Jeanmougin,0.9,0.91
Ulysse Bertrand,0.75,0.56
Nicolas Doria Medina,0.42,0.85
Joaquin Espinoza,0.75,0.53
Jonas Ciechi,0.8,0.64
Benjamin O'Connell,0.5,0.78
Lachlan Mcphee,0.82,0.53
Michael Kerschbaumer,0.71,0.5
Dejon Bivens,0.81,0.65
Darryl Hale,0.76,0.83
Alejandro Vedri Asensi,0.75,0.73
Enguerran Tringali,0.48,0.79
Altus Karsten,0.56,0.78
Rikhardt Bierman,0.66,0.7
Ludvig Aaes,0.46,0.57
Artur Kulibaba,0.64,0.63
Elijah Melendez,0.62,0.61
Zandrix Acob,0.52,0.44
Mikael Martikainen,0.5,0.89
Hermanni Tiainen,0.52,0.75
Rafael Eduardo Gonzalez Retana,0.7,0.87
Hector Neftali Irizarry,0.61,0.83
Cleiner Caceres,0.61,0.44
Gonzalo Bancalari,0.49,0.52
Marco Facconi,0.79,0.92
Luca Mainetti,0.75,0.65
Athanasios Bilis,0.61,0.85
Vangelis Fragistas,0.47,0.72
Alejo Michaux,0.76,0.85
Jorge Abde Celis,0.85,0.8
Riley H Reist,0.49,0.55
Warren Race,0.7,0.95
Javier Flores,0.61,0.67
Maksim Zubkou,0.44,0.72
Kerim Han Bilgin,0.76,0.7
Manuel Valcarcel,0.44,0.89
Sebastian Zapata Ramirez,0.75,0.55
Alexis Gurmendi,0.54,0.43
Jiri Vachtl,0.68,0.64
Felipe Muzzi,0.48,0.91
Javier Andres Lopez Martinez,0.59,0.64
Sebastian Gamez,0.45,0.55
Ivan Mauricio Arevalo Baron,0.63,0.74
Abhijeet Joshi,0.51,0.81
Roy Zwillinger,0.49,0.65
Leonid Mazo,0.45,0.61
Terrance Whitehurst,0.78,0.6
Fernando Sierra,0.72,0.63
Francisco Aranguren,0.48,0.86
Karl William Wurth Mac Leay,0.64,0.67
Matthew Rodriguez,0.73,0.57
Mateo Berne,0.84,0.5
Nicolas Barz,0.43,0.56
Alejandro Rodriguez Vidal,0.58,0.65
Rafael E Grovas,0.71,0.7
Denton Ho,0.41,0.74
Lukas Sanchez,0.52,0.44
Koonwar Gupta,0.77,0.74
Frederic Stotz,0.58,0.59
Kai Yuen Leung,0.44,0.54
Paul Soubies,0.71,0.58
Tolunay Sumer,0.53,0.83
Niclas Pietsch,0.75,0.84
Nicholas C Crystal,0.85,0.46
Nicolas Tastet,0.66,0.67
Youssef Dabbabi,0.7,0.69
Cornell Wette,0.66,0.42
Simon Solbas,0.81,0.79
Eduard Simo Durall,0.52,0.6
Nicolas Carlone,0.6,0.63
Loick Bruandet,0.85,0.74
David Argasinski,0.76,0.66
Felix Albert,0.56,0.81
Pablo Schelcher Muro,0.82,0.73
Harry Butler,0.52,0.52
Muhammad Althaf Dhaifullah,0.72,0.88
Akbar Hidayat,0.88,0.52
Javier Vazquez Bennassar,0.69,0.79
Thomas Wright,0.8,0.84
Max Stewart,0.77,0.78
Antonio Ruiz,0.83,0.63
Kartik Sharma,0.88,0.88
Mohammed Iftikhar Sheikh,0.41,0.58
Parikshit Somani,0.41,0.78
Gustavo Teisen Pereira,0.7,0.88
Michael Commings,0.88,0.49
Brock Meuris,0.64,0.76
Shin Yoshida,0.82,0.9
Javier Gonzalez Torres,0.78,0.46
Nikshep Ballekere Ravikumar,0.65,0.48
Abhinansu Borthakur,0.66,0.61
Vlad Mircea Terebes,0.62,0.95
Takashi Yasugami,0.53,0.52
Roberto Preka,0.83,0.58
Karlo Divkovic,0.5,0.86
Leandros Misdrahis,0.85,0.47
Eric Morris,0.58,0.95
Jiajun Zhang,0.41,0.81
Adria Fochs Diaz,0.48,0.93
Alex Castellanos Munuera,0.84,0.48
Kevin Portmann,0.46,0.53
Ryan Hardin,0.77,0.6
David Lucas Ambrozic,0.49,0.43
Uri Hai Asidon,0.65,0.43
Sidhan Najeem Mohammed,0.5,0.9
Gautham Krishnan Ramesh,0.57,0.42
Filip Maric,0.46,0.81
Carlos Arana,0.68,0.79
Hassan Bakkar,0.58,0.44
Julio Ricardo Olaya,0.58,0.5
Domenico Scelzi,0.42,0.65
Julien Meseguer,0.47,0.75
Marvin Schramm,0.75,0.89
Adil Karimov,0.55,0.69
Alexander Schager,0.62,0.92
Jonathan Prince,0.78,0.5
Viktor Hascher,0.62,0.74
Alejandro Serret Agelet De Saracibar,0.51,0.86
Paul Barretto,0.67,0.53
Nevo Gabriely,0.8,0.83
Emmanuel Emeruwa,0.7,0.62
Humberto Lobo Guerra,0.61,0.95
Diego Nieves Schettino,0.46,0.45
Radoslav Shandarov,0.52,0.7
Cristiano Russo,0.87,0.83
Daniel Querol Cherigny,0.79,0.77
Plamen Penev,0.44,0.68
Ido Zonder,0.4,0.68
Guy Dagan,0.49,0.62
Alessandro Bordone,0.87,0.59
Simone Camposeo,0.69,0.73
Axel Holm,0.82,0.81
Pietro Mugelli,0.63,0.55
Andrii Gryniuk,0.81,0.92
Santiago Alvarez,0.42,0.6
Aleksa Daskalovic,0.61,0.64
Djordje Radan,0.59,0.63
Emir Candic,0.89,0.46
Michele Cappellacci,0.55,0.46
Gianmarco Crocetti,0.61,0.84
Egill Sigurdsson,0.78,0.61
Petru Octavian Berdila,0.84,0.52
Dragan Peric,0.84,0.79
Jaeyoung Park,0.6,0.93
Islom Anvarkhodjaev,0.87,0.92
Pablo Llaneza Alcala,0.73,0.8
Osmancan Soyler,0.83,0.51
Juan Jose Lopez Gomez,0.86,0.48
Charles Roberts,0.52,0.88
Iftah Yavetz,0.65,0.93
Nutdanai Sincharoenwattana,0.69,0.74
Brian Berdsuco,0.8,0.9
Maximilien Blancaneaux,0.6,0.85
Yu Feng Chen,0.51,0.48
Cheng Chieh Wang,0.77,0.52
Santiago Sarudiansky,0.7,0.44
Michael Copeland,0.85,0.66
Munashe Chingono,0.73,0.58
Eugen Durnescu,0.41,0.63
Jung Hoon Kim,0.88,0.4
Timur Sottimov,0.7,0.8
Julien Seurin,0.7,0.51
Rob Van Den Berg,0.85,0.6
Nishangan Nadaraja,0.73,0.62
Zheng Qi Jonathan Zhang,0.64,0.44
Federico Cecconi,0.45,0.6
Dave Sebastian Mosqueda,0.88,0.89
Chao Ting Hsieh,0.44,0.89
Nicholas Nugent,0.49,0.41
Daniel Entelis,0.81,0.42
Yuki Nakamura,0.65,0.73
Christopher Cajigan,0.49,0.51
Per Nordstrom,0.54,0.89
Nathan Perrone,0.9,0.67
Tanaka S Chabata,0.69,0.58
Mikel Lopez Hernaez,0.6,0.92
Yili Zheng,0.84,0.57
Ming Qi Lv,0.64,0.58
Lars Hoischen,0.55,0.47
Thomas Brees,0.48,0.52
Thibault De Negri,0.77,0.82
Maxim Verboven,0.7,0.82
Manuel Bernard,0.45,0.61
Sida Zeng,0.7,0.59
Branch Terrell,0.48,0.63
Thorsten Sollie,0.89,0.57
Francesco Denicoloi,0.53,0.73
Nick Broekhof,0.75,0.86
Hendrik Maier,0.73,0.41
Ching Ho Sunny Yue,0.75,0.91
Patryk Krolik,0.61,0.46
Iacopo Mangiafico,0.44,0.89
Joan Carles Alcala Llinares,0.89,0.53
Michael Atlesonn Staff,0.5,0.9
Antoine Garcia,0.78,0.83
Emmanuel Coste,0.47,0.55
Milan Radojkovic,0.54,0.42
Jakub Grzegorczyk,0.68,0.79
Norbert Tadyszak,0.61,0.85
Nick Michielssen,0.88,0.77
Martin Soukal,0.82,0.61
Tomas Krcma,0.86,0.47
Adham Gaber,0.72,0.59
Christopher Chien,0.51,0.55
Michal Bedra,0.66,0.8
Ismail Saadi,0.78,0.49
Carlos Kelaidis,0.43,0.85
Martin Atanasov,0.83,0.74
Artem Kapshuk,0.72,0.67
Santiago Hinojosa,0.76,0.6
Paul Gueye,0.75,0.68
Roberto Rosales,0.82,0.7
Alessio De Bernardis,0.44,0.53
Josef Dodridge,0.59,0.94
Owen Kirk,0.65,0.9
Sebastien Collard,0.67,0.61
Rocco Savin,0.87,0.54
Andi Jianu,0.42,0.57
Younes Mouktabil,0.83,0.94
Yoav Weinberg,0.68,0.62
Krzysztof Gryszczuk,0.68,0.9
Russell Henderson,0.56,0.43
Sean Collins,0.72,0.83
Andrew Rozanov,0.72,0.82
Edin Jakupi,0.49,0.76
Yi Zhou Liu,0.74,0.47
Andreas Kramer,0.53,0.94
Jonathan Van Nieuwenhove,0.74,0.52
Mathieu Bouwen,0.71,0.79
Omar El Moslemany,0.76,0.81
Mykyta Riepkin,0.41,0.82
Berke Eser Coskun,0.46,0.85
Jason Jeremy Hildebrandt,0.82,0.94
Axel Vila Antuna,0.59,0.45
Ruslan Mugtasimov,0.82,0.66
Anshumat Srivastava,0.43,0.94
Dennis Kazistov,0.78,0.89
Omer Berk Gorgun,0.44,0.94
Rittik Anand,0.63,0.72
Furkan Koc,0.87,0.77
Przemysaw Kwiatkowski,0.44,0.55
Denis Oreshin,0.58,0.65
Amine Zraidi,0.66,0.41
Yahya Frizi,0.85,0.8
Lorenz Fink,0.57,0.91
Jan Soeren Hain,0.8,0.46
Juan David Ramirez,0.76,0.65
Sergei Lysov,0.55,0.74
Denis Belozerov,0.57,0.75
Rick Kepler,0.5,0.57
Pawel Jankowiak,0.75,0.41
Przemyslaw Zielinski,0.68,0.89
Torben Steinorth,0.48,0.45
Patrick Walker,0.71,0.5
Joaquin Caballer,0.65,0.93
Joel Javier Alt,0.45,0.68
Amit Batta,0.88,0.88
Toni Simonovic,0.82,0.89
Christoph Herr,0.44,0.94
Peter Sallay,0.87,0.42
Tomas Descarrega,0.86,0.43
Nicolo Giordano,0.42,0.5
Lukas Smolak,0.5,0.76
Maciej Kazanowski,0.75,0.54
Wilco Geenen,0.87,0.67
Cristian Stefan Moldovan,0.81,0.83
Krzysztof Mlazga,0.54,0.5
Yates Johnson,0.42,0.56
Oleksii Pohrebniak,0.64,0.8
Robert Leck,0.45,0.4
Stefanos Jelati,0.52,0.82
Stefano Platania,0.72,0.77
Federico Rebecchini,0.65,0.47
Jose Juarez Caro,0.59,0.53
Yassine Mhiri,0.86,0.41
Chinmaya Dev Chauhan,0.5,0.72
Mihailo Samardzija,0.64,0.62
Andrea Di Meo,0.69,0.63
James Markiewicz,0.56,0.46
Niels Peter Van Noord,0.75,0.59
Danis Baybekov,0.83,0.91
Gabriel Mauricio Nolasco Pozo,0.67,0.44
Sebastian Trigosso Mercado,0.79,0.94
George Kennedy,0.43,0.87
Guilherme Rosa,0.48,0.51
Kaptan Kaster,0.63,0.79
Francisco Oliveira,0.86,0.45
Eduardo Cabral,0.67,0.49
Carlos Fernandez Espinar,0.62,0.67
Tim Slager,0.7,0.62
Seung Ri Choi,0.46,0.85
