player,age,height
Noah Makarome,21,176
Sergey Schetinin,21,175
Ben Gidoni,26,196
Henrik Nikoghosyan,23,197
Roman Zhurbin,32,192
Sergey Baryshev,30,179
Guga Tavadze,22,174
Itai Allouche,21,170
Erik Nordblom,35,184
Stanislav Skobelev,22,194
Sumet Srisangsitthisanti,34,174
Renat Sakhabutdinov,36,189
Juan Jose Priego Carrilo,35,175
Mehdi Naqvi,26,174
Alejandro Alaix,35,186
Yacine Benaissa,24,187
Karim Bendjamaa,21,173
Sevan Kelpetindjian,20,193
Dae Young Kim,32,190
Min Gyeom Kim,35,192
Ribhav Ravikiran,24,171
Gerard Sola Grau,22,177
Kevin Lynch,34,174
Guillermo Castaneda,35,173
Mauricio Velasco,30,194
Andelko Blagojevic,37,191
Aymen Amir Brahimi,28,183
Tarek Mira,27,173
Khalil Boudjadi,24,177
Luke Power,36,172
Masakatsu Noguchi,24,183
Luke Beling,33,198
Chas Okamoto,26,195
Brian Tuncap Jr,28,187
Brandon Levendale,36,192
Yan Ermak,22,199
Tamerlan Evloev,27,181
Matei Adrian Avram,32,184
Jia Qi Huang,35,189
Charlie Ridout,29,189
Kevin Eischen,37,195
Julian Caceres,22,178
Roman Gigolaev,31,171
Ahad Ermatov,35,170
Arnold Kokulewski,37,184
Axel Franck,36,192
Alexander Gornet,26,184
Yancy Dennis,27,197
Rubal Shandilya,36,177
Thomas Wille,26,172
Carlos Chamas,20,171
Michael Chaker,27,173
Ryslan Chekmarev,29,187
Feliciano Dos Santos Guilande,31,181
Louis Pretorius,20,187
Jossefa Elias,23,190
Isac Jorge Nancha,23,179
Yacoub Makzoume,28,190
Gabriel Inaki Espindola Mancera,34,177
Alonso Alejandro Delgado,34,194
Patricio Betancourt Gonzalez,26,187
Mritunjay Badola,31,186
Udaypartap Singh Chahal,22,188
Yusuke Ota,28,175
Sung Min Han,33,183
Tom Ziv,32,174
Omer Hefez,31,177
Jorge Adair Bartra Quispe,20,177
Volodymyr Kaszycki,35,187
Daniel Kouznetsov,31,199
Luiz Fernando Faria,29,178
Gabriel Evtimov,21,183
Anton Georgiev,37,183
Jose Antonio Laderas Torres,32,189
Giuseppe Faraone,25,183
Amer Naow,31,186
Kenta Kurita,23,199
Armindo Junior Nhavene,20,171
Yusuke Yoshikawa,30,183
Aleksa Lazarevic,27,196
Aleksandr Tsatkin,21,191
Niels Cleeren,21,190
Faruk Bakalovic,35,181
Josip Smoljan,20,192
Faris Zukic,23,194
Patrik Sudic,25,185
Mihnea Bara,33,191
Ioan Dan Abrudan,34,175
Kyle Mautner,26,187
Jacob Hansen,26,176
Florian Mounolou,37,171
William Matheson,21,182
Cedric Ducout,34,192
Javier Cordero Cartagena,20,177
Chak Yin Chan,36,181
Thiago Yuji Yoshimori,32,170
Giuseppe Caparco,31,178
Kazuya Saito,34,177
Sajid Ur Rahman,24,178
Hidetoshi Owada,26,174
Rapeephat Waewboot,27,182
Arthur Oenning Fagundes,33,183
Carlos Henrique Hooper,23,173
Peter Lang,33,186
Chung Han Tsai,29,178
Dylan Bednarczyk,35,199
Arsav Mohanty,30,189
Alex Van Cott,33,184
Ian Dempster,33,189
Joseph Davenport,21,173
Emanuele Dorio,32,171
Nicolo Castiglioni,22,197
William Genesen,37,196
Pieter Botha,23,182
Santiago Perez,35,173
Lars Veldheer,23,187
Yu Xingang,34,193
Adrian Chamdani,20,185
Kieran Bertsch,35,192
Michael Bitcon,34,196
Leon Schwarz,35,179
Vincent Verpeaux,20,171
Jerome Catalan,36,183
Lorenzo Abbruciati,24,171
Daniel Garcia Cuervo Arango,24,187
Milos Radenkovic,26,170
Pablo Innerarity Abascal,32,182
Ricardo Pabon,31,175
Andrej Wawrzyczek,23,191
Florian Nicoud,23,186
Arthur Libaud,25,196
Dan Skacel,34,186
Vukasin Sibinovic,25,191
Ke Ma,31,180
Jad Ballout,33,175
Egor Matvievici,37,189
Howard Scott,31,172
Nicholas Kamisar,34,183
Christopher Reynolds,27,194
Radu Ogarca,28,175
Andrej Sladecek,24,186
Peter Baca,24,172
Giacomo Adoncecchi,25,186
Skander Ben Abdallah,22,188
Javier Apellaniz Napal,24,187
Riccardo Siciliano,20,174
Yigit Aktas,30,184
Hakan Anak,20,172
Daniel Krashin,26,192
Valentin Sansonetti,34,177
Jan Lukas Kern,36,176
Baptiste Perrin,27,187
Adrien Tomi,21,179
Igor Banicevic,32,195
Matthias Raubinger,31,192
Will E Stein,24,179
Pierre Louis Dodens,32,188
Christopher Diaz,25,192
David Redondo Pereira,34,170
Dejan Antonic,30,171
Alexandre Hebras,23,197
Sorin Rosca,20,195
Cagatay Ozseker,34,170
Ivo Eduardo Cozzi,31,178
Jose Mauricio Del Rio,28,198
A Ram Kim,30,198
Noel Kunz,24,184
Marshall Street,26,187
Gabriel Carneiro Torres Goncalves,27,187
Sebastian Kurzmann,20,191
Aleksi Tuukkanen,20,176
Peter Sillanpaa,22,183
Otto Holtari,27,198
Chang Wu Lu,30,187
Ching Huang Tsai,20,199
Marvin Greven,33,189
Kevin Kaan Andrusch,20,188
Sam D Bloom,25,198
Konstantin Kirovski,25,174
Yuri Kalmutsky,22,178
Polat Gulcur,29,187
Ovunc Filiz,31,182
Ihsan Koc,29,174
Andrei Molyak,21,193
Tadeo Bruno,32,191
Tegbir Singh Hara,35,189
Stephan Dubienski,32,184
Yi Wei Huang,23,195
Joao Lucas Pinto Alves,23,193
Bruno Avila,30,188
Gabriel Bugiga,33,189
Louis Quennessen,22,180
Amit Stein,20,178
Ron Idzon,24,190
Afik Harary,36,191
Yorick Amon,20,197
Siddharth Anand,23,185
Yannis Moulod,25,180
Mohamed Selim Ben Ali,34,171
Ammar Benameur,23,194
Gianluca Grison,20,177
Lucas Grego,36,192
Marco Zocastello,30,194
Muhammad Ragy,36,190
Hindolo Karim,20,174
Fran Tonejc,28,180
Piers Foley,33,180
Luka Ajder,34,178
Gabriele Boccaccini,20,180
Loic Payraudeau,21,174
Juan Cruz Scopetta,37,178
Daniel Gorelik,37,170
Oscar Del Granado,25,195
Omar Abdul Kodous,27,179
Ahmed El Meery,20,196
Morten Lyngbaek,34,177
Jose Rene Mejia,29,188
Omar Said,23,185
Rohan Bhatia,29,182
Ignace Van Den Steene,30,193
Enzo Le Seguillon,24,174
Mark Rushton Woods,28,187
Benjamin Donovan,24,178
Aleksey Sadovskiy,30,173
Yu Zongbing,22,183
Axel Fries,23,199
Jeremy Touil,29,176
Simon Berger,26,181
Kasper Elsvad,20,193
Lukas Moenter,25,176
Karol Krawczynski,27,180
Gaston Tonello,36,191
Lucas Farfan,26,184
Lucas Aranguren,20,199
Oleksandr Varichenko,28,197
Kristoffer Kirby,30,176
Andy Drzyzga,21,189
Yannick Christmann,30,195
Themi Sitzoukis,22,186
Kevin Deich,36,174
Jun Maekawa,29,177
Akihiro Murakami,22,179
Lukas Stierling,22,175
Diego Nicolas Hernandez Rojas,26,190
Yusei Fukuoka,21,171
Ruslan Miroshnychenko,20,195
Niklas Gerdes,26,197
Connor Hance,30,174
Ulugbek Fayzullaev,25,179
Marco Gjomarkaj,23,197
Oz Daniel,33,172
Milos Mihajlovic,22,182
Wei Seem Lee,23,185
Pavel Korenets,27,184
Andres Ignacio Punti Lagos,37,171
Johannes Helgo,23,199
Ayoub Guennaz,30,172
Linus Krohn,35,189
Francisco Bohorquez,22,187
Vivek Gautam,26,199
Jakob Amilon,21,189
Ace Matias,20,189
Valtteri Ahti,20,184
Efstathios Tsiranidis,25,191
Fakih Najib,26,197
Nicolas Grandjean,24,174
Manuel Montoya,37,192
Lucca Takeda Baptista,32,180
Thomas Christopher Eckert,20,192
Peter August Anker,29,172
Rana Roop Singh Bhullar,28,178
Javier Urdaneta Martinez,36,176
Yaron Guberman,20,192
Riki Oshima,20,171
Yannick Lenaerts,26,184
John Jorgeson,23,181
Dani Andres Rodrigues Acosta,31,185
Trey Carter,35,195
Kai Lemke,33,185
Matthew Johnson,29,185
Rossouw Norval,33,188
Ivanhoe Lissanevitch,26,172
Gabriel Nery,23,197
Nazar Khrustalev,21,198
Reinaldo Regardiz,37,191
Domingos Sousa Coutinho,35,189
Maxime De Montfalcon,28,173
Chase E Perez Blanco,24,170
Juan Lugo,28,191
Thomas Hulme,27,177
Victor Chaw,35,193
Andres Donayre,37,184
Mayez Jupiter Elrich,23,193
Adam Oshannessy,35,190
Udit Yadav,23,195
Archit Jain,25,191
Constandinos Christoforou,22,174
Vadym Zrazhevskyy,37,189
Mario Nicosia,34,181
Philip Sikman,27,189
Aymane Chahoui,37,189
Khalil Outaleb,22,173
Souhail Boukdeir,25,199
Yuri Lorenzi,34,191
Jamie Asanee Praditngam,31,184
Nicolas Dvorak,24,175
Himanshu Mourya,26,174
Alejandro Obando,34,197
Sourabh Singh,26,180
Andreas Damianou,32,183
Jose Oscar Diaz,22,180
Clemente Armanet,32,178
Pablo Llanos,22,193
Terrell Whitehurst,21,179
Gurjot Sidhu,23,175
Gautham Ramkumar,36,180
Elias Chala,25,178
Javier Renato Rodriguez Sanchez,30,174
Oscar Matias Leiva Biason,25,179
Alejandro Flores Cuba,21,189
Ghassan Alansi,36,183
Federico Juan Aguilar,22,175
Christoph Lang,31,173
Rian Pandole,33,193
Jaydeep S Chudasama,21,192
Kartik Kuber Chavare Bhaiyu,24,190
Denis Davydov,29,179
Matteo Giangrande,29,191
Ben Churchman,28,180
Ruben Geeraert,32,185
Vidith Huot,29,176
Patricio Gallegos,25,187
Johannes Seeman,30,194
Tsatsu Kofi Segbedzie,23,176
Matias Fernando Casanello,33,193
Mohamed Anouar Braham,36,199
Wisdom Na Adjrago,21,190
Romain Bousquet,29,184
Stefan Norodom,22,188
Ignacio German Dagostino Herrera,26,187
Jatuporn Nalamphun,26,184
Jirayu Limpathum,20,187
Elvio Di Cosmo,27,172
Leander Lazaro,20,170
Fritz Verdad,27,170
Joao Luiz Carvalho,33,176
Felipe Lima,33,179
Enzo Kohn,21,181
Lucas Lobao,27,196
Andres Ariel Fernandez Lopez,29,177
Adria Alvarez,26,191
Orkhan Manafli,32,192
Grigory Potemkin,34,186
Cristian Popa,30,183
Wei Yu Su,33,186
Torben Otto,30,194
Nidzhat Ibragimov,21,190
Mahmud Mahmudov,21,192
Sergio Ruiz,31,175
Nicolo Schiliro,34,189
Chase Wood,36,186
Daniel Groom,33,189
Omar Ferreras,35,195
Rasul Gojayev,27,195
Omer Touchmair,36,177
Rodrigo Chavez,24,182
Nikita Potapov,31,185
Adam Ambrozy,25,181
Denis Pisarchuk,37,196
Robin Bailly,24,198
Jourdan Kast,25,186
Cameron Edward Smith,28,187
Julien Evrard,34,177
Hu Liu,29,187
Karlo Boljat,36,180
Marko Ilic,31,182
Tom Diederich,28,181
Adam Hornby,34,184
Antoine Gaudon,33,195
Filip Malbasic,20,194
David Caprotta Carreres,36,172
Aland Sanson,20,172
Mehdi Mazouz,32,175
Tetsu Sakamoto,27,172
Nikita Valentsev,32,178
Glen Dawes,35,180
Nate Eazor,21,177
Juan Aranda,32,173
Germain Simon,37,191
Billy Rowe,22,193
Anas Chakrouni,32,189
David Koch Carrillo,32,184
Jose Pablo Andres Gomez,23,198
Rodrigo Manzo Monsech,37,174
Vuk Skadarka,25,176
Ben Doghmani,23,177
Jonathan Star,23,176
Corey Karen,26,177
Dino Bonetta,26,173
Andres Rosales Pacheco,35,170
Quentin Coulaud,35,191
Alvaro Regalado Pedrol,24,174
Toru Horie,34,180
Ahmed Janahi,23,173
Yousif Dhaif,32,171
Jerico Bohol,26,186
Roy Boutagy,31,194
Pietro Manola,28,181
Elio Ramaglia,36,171
Martin Barbier,21,178
Alexandre Belmonte,35,175
Wilhem Labrador,26,198
Aurelien Marne,37,175
Aleksander Pawlicki,26,187
Spencer Furman,20,191
Jesus Tapiador Barajas,22,172
Francesco Faggella,30,184
Maxwell Mendelsohn,34,176
Henry Patrick Cacciatore,22,182
Benjamin Tasevac,32,179
Matias Callarami,23,173
Rayyan Aljufairi,27,185
Tanishq Mahendru,23,178
Robert Loeb,37,190
William Howells,26,197
Pablo Belda,30,179
Vasileios Iliopoulos,23,188
Rafael Gonzalez Almazan,32,186
Sanin Zukic,28,170
Adam Svensson,28,182
Duarte Sousa,22,173
Minseob Lim,31,184
Guan Kai Wang,30,195
Orlando Popovic,30,179
Ivan Dikenstein,36,189
Bruno Caula,33,178
Matias Ezequiel Vitola,35,177
Gianmarco De Santis,29,189
Andrea Del Prete,23,175
Jiho Lee,29,192
Lorenzo Camilli,31,179
Gerardo Penchyna Cardenas,28,193
Abhishek Gaur,34,189
Joaquin Fort,28,186
Timothy Elgegren,26,174
Viktor Thoresson,31,183
Ante Zovko,33,186
Nabil Abdallah,35,180
Mohamed Racym Rahim,22,196
Ho Gi Kang,30,173
Fayzullokhon Mavlyudov,27,192
Sherzodbek Radjabov,27,192
Francisco Javier Arce Vieyra,22,186
Frantisek Pechala,29,194
Or Grinberg,32,171
Kim David Staiger,28,190
Juan Jose Arjona Venturelli,25,191
Evgeniy Akhmadeev,34,170
Hadzhymyrat Charyyev,35,199
Valentin Popescu,24,197
Werapath Sirijariyaporn,32,187
Filippo Piranomonte,21,176
Giovanni Orsoni,25,191
Filippo Moggian,20,175
Igor Rossi,34,175
Sebastian Mermersky,34,183
Juan Francisco Blanco,33,199
Ivan Sebastian Matijevic,26,192
Luka Matic,24,195
Filip Ambrozy,35,181
Azamat Lukmanov,36,183
Winter Meagher,30,183
Brant Vaughan Switzler,34,181
Tomas Oliveira,35,178
Stepan Holis,22,178
Ross Watson,25,171
Matthew Chadwick,32,187
Lewis Denton,20,174
Alexander Wolfschmidt,33,195
Giacomo Giunta,21,192
Honghan Wang,21,181
Taylor Witt,34,183
Rodrigo Garcia,37,197
Piotr Smietana,28,182
Maksymilian Raupuk,22,172
Giuseppe Ricciardi,23,184
Marco Gulisano,34,184
Davide Ragonese,24,172
Nicola Montani,24,189
Guillaume Mackenzie,29,188
Raul Alin Dicu,35,184
Naoto Kai,31,188
Adrian Kowalski,33,177
Louis Newman,30,192
Michael Morphy,25,182
Ivan Bryusov,29,192
Ivan Korol,22,199
Jocelyn Devilliers,34,179
Tomas Vyrostko,30,171
Peter Samosi,21,180
Teppei Uesugi,25,194
Daniel Bennett,36,198
Tomasz Dudek,37,191
Ksawery Pociej,23,199
Azizhon Turgunov,28,188
Samuel Serrano,29,178
Juan Jose Bermudez,21,178
Taishi Kurashima,30,175
Andrea Baldoni,30,198
Giulio Giulioli,30,179
Manuel Ribeca,20,191
Andrei Cosmin Holban,33,193
Kayra Kargin,20,177
Atakan Gezer,28,184
Andrea Casati,20,175
Dario Vogogna,23,176
Dane Esses,20,189
Sacha Raymond,29,186
Julian Prins,34,173
Matteo Fortini,23,177
Malik Bhatnagar,33,197
Bulut Ozcelik,24,182
Calvin Thalheimer,34,193
Ang Ji,34,183
Tomas Gorvalan,35,187
Beruk Tsegai,35,192
Joao Pedro Tayar,23,198
Gustavo Puga,28,186
Joshua Oxley,20,187
Vittorio Angeli,24,183
Peter Tarwid,28,193
Benjamin Vandixhorn,24,180
Graham Alrutz,23,179
Ruitong Fang,35,182
Mateus De Carvalho Cardoso Alves,21,198
Pierre Montrieul,35,189
Jimmy Dougherty,37,185
Diego Morganti,21,183
Breno Henrique Simonato Pereira,35,172
Borja Perez Allica,20,199
Inigo Torre Martin,35,187
Giovanni Narcisi,22,196
Max Bohl,34,175
Henrique Nappi Zuliani,30,189
Tulio Antunes Crepaldi,29,172
Mark Kolenberg,36,188
Gabriel Pfanner,23,195
Daiki Kato,36,172
Piercarlo Coccio,23,181
Paride Mangiaterra,20,177
Edoardo Castagna,33,194
Tomas Vaise,30,194
Martin Poplawski,26,174
Ao Li,36,186
Andre Russo,23,179
Alejandro Martinez Dura,29,190
Hangyeom Kim,36,186
Sukhee Ann,23,178
Donggeun Oh,37,182
Nick Zieziula,36,179
Charlie Maher,25,198
Leon Vessels,26,177
Nikita Girey Demir,25,176
Victor Huet,31,171
Arnaud Capel,28,171
Hung Minh Huynh,37,199
Tomas Pavlovsky,21,173
Amadeo Blasco Hervas,36,178
Bjorn Nareyka,20,199
Laurens Deelstra,28,194
Alvar Gutierrez Medina,25,183
Saul Verdugo Vicente,21,193
Tommaso Roggero,25,180
Marco Pivotto,28,190
Beck Pennington,22,199
Evgeny Danilov,35,176
Yahir Alcolea Salido,34,197
Marco Bergagnin,31,194
William Flavell,27,188
Gianluca Quinzi,25,173
Tom Dynka,22,171
Jakob Kevelaerts,23,194
Niklas Virtanen,29,192
Oleg Ladik,33,191
Ayoub Rhout,34,190
Klemen Nikolas,26,197
Tomas Vanko,26,192
Luis Fernandez Labarta,27,188
Victor Pham,29,190
Annei Laska,21,187
Zi Yang Cai,34,190
Yang Liu,20,176
Tim Buttner,29,180
Jan Simon Vrbsky,25,179
Nikoloz Davlianidze,32,180
Jannik Giesse,29,192
Juan Erro,31,178
Davide Pozzi,25,172
Tudor Stefan Gheorghita,25,193
Mats Uytterhoeven,20,174
Turpal Gadamauri,31,192
Milos Dabic,29,170
Bogdan Bajic,33,170
Bjarne Mannheims,34,189
Hendrawan Susanto,23,174
Omar Fiorenzato,20,198
Giovanni David,27,195
Tim Alexander Ruetzel,22,188
Luis Erlenbusch,33,175
Arnaud Destrebecq,36,172
Lorenzo Corioni,21,190
Matteo Vialmin,34,196
Odeda Muhammad Arazza,25,182
Gijs Buntsma,24,186
Harry Lim,33,172
Yuvraj Chaudhary,28,192
Lucas Agra,27,172
Enrico Dos Santos Lima,22,190
Arthur Hugounenq,37,192
Federico Morgotti,27,182
Seunghun Shin,35,171
Pawin Jirapoomdaje,34,172
Shane Biddaiah,34,189
Ankit Chopra,35,185
Michael Boguslavsky,20,190
Hugo Cazaban,29,181
Pierre Joffre,24,194
Laszlo Szendroi,37,178
Jasper Van Vliet,22,185
Brian De Vrind,23,173
Guy Stokman,23,199
Rodrigo Ramos Codes,30,194
Matteo Siccardi,28,189
Tarun Anirudh Chilakalapudi,20,187
Omar Elkadi,35,195
Ashraf El Sayed,28,170
Ivan Mitric,30,176
Eitan Dray,25,189
Nick Stachowiak,36,181
Ivan Randjelovic,31,177
Goran Radanovic,27,177
Mohamed Khamlich,35,197
Michael Ogden,24,193
Mustafa Erdogan,20,191
Ryoto Tachi,36,178
Rafn Kumar Bonifacius,27,183
Joao Pedro Alcantara,29,189
Felipe Galvao,37,174
Bruno Pessoa,34,189
Gabor Janos Toth,32,190
Javier Casasolas Monllor,29,171
Michele Fois,28,190
Dias Meiirbek,32,179
Oezen Usakli,22,193
Juan Miguel Jaramillo,22,178
Diego Alejandro Giraldo Restrepo,20,176
Juan Pablo Rodas,21,192
Robert Baylon,30,199
Austen Huang,33,191
Cristobal Rivera,29,187
Reo Takimoto,26,195
Shungo Fujii,20,181
Zdravko Divic,26,180
Marcel Marlon Sudzum,34,179
Ajay Pruthvi Nemakal,30,182
Sultan Narbekov,25,178
Francisco Faria,26,185
Serban Mucenic,26,199
Florent Casays,20,190
Gabriel Vallim,29,191
Giovane Bueres,34,186
Driss Lbahy,27,174
Ludvik Fjeldstad,22,175
Theo Vandeweghe,34,179
Patrick Flynn,23,180
Andres Cardona Arango,25,171
Geoffrey Thomas,29,176
Gabriel Andres Yaguar Espinoza,37,183
Tomas Coronel,35,173
Azizbek Akhmadjonov,37,174
Cong Tien Le,25,188
Juan Pablo Becker,36,190
Manfred Brandes,37,197
Guillermo Alejandro Arrambide Herrera,32,189
Eric Rutledge,26,197
Anthony Obekpa,31,199
Adimabua Joseph Iyorovbe,21,179
Andrea Caligiana,31,175
Ismael Carrero,31,171
Thomas Schwencke Lindqvist,23,172
Rick Staal,23,197
Benjamin Fumi,37,184
Christopher Andrew Itodo,35,179
Micheal Oluwatosin Osewa,33,186
Carlos Jose Cuevas,36,176
J T Nishimura,36,194
Timothy Sah,22,171
Hoa Tran Van,25,176
Jesus Martinez Garcia,32,184
Victor Arias Escobar,28,172
Marcos Torralbo Albos,28,174
Mateo Etchevarne,27,191
Jose Mayorga Cruz,36,177
Andres Meneses,35,173
Marko Pasalic,35,187
Chun En Wu,35,188
Ze Gong,33,177
Zhu Guo,33,192
Shun Tian Shi,33,175
Mateo Vereau Melendez,33,174
Javier Rodriguez,31,196
Patrick Rynsaardt,25,174
Gunther Matta,32,186
Andrew Ton,35,199
Johan Jonhagen,28,175
Yuri Khachatryan,21,182
Dominik Barton,22,178
Ting Hou He,29,193
Nicolas Ezequiel Natalicchio,21,181
Lucas Guerrero Cocios,29,179
Nicholas Garcia,27,170
Roy Knight,36,180
Matej Panik,20,198
Toms Sutris,25,175
Pablo Beltran Martin Lorente,26,172
Andrea Palmese,34,175
Alexandros Voinea,37,178
Ethan Tulliani,28,191
Tim Hofmann,27,177
Gauderic Vilmaure,29,199
Karl Adrian Ringdal Noerstenaes,23,184
Markus Nordby,27,191
Karen Khachatryan,20,175
Victor Hugo Nunez Mendoza,27,192
Carlos Andres Carrera Hidalgo,31,180
Emilio Bowen,34,198
Ricardo Alban,32,179
Jonathan Bejar,35,180
Andrew Ely,37,173
Mohamed Zakaria Khalil,20,198
Achraf Nafaa,36,182
Johann Soares Valinho,35,177
Sergio Capel Vicente,24,189
Andrea Trapani,29,184
Edgar Jeanmougin,25,176
Ulysse Bertrand,31,170
Nicolas Doria Medina,29,197
Joaquin Espinoza,36,194
Jonas Ciechi,21,195
Benjamin O'Connell,25,178
Lachlan Mcphee,32,192
Michael Kerschbaumer,28,177
Dejon Bivens,31,171
Darryl Hale,37,195
Alejandro Vedri Asensi,27,183
Enguerran Tringali,37,199
Altus Karsten,21,181
Rikhardt Bierman,27,195
Ludvig Aaes,29,192
Artur Kulibaba,28,186
Elijah Melendez,37,188
Zandrix Acob,27,175
Mikael Martikainen,22,190
Hermanni Tiainen,28,174
Rafael Eduardo Gonzalez Retana,32,194
Hector Neftali Irizarry,28,175
Cleiner Caceres,31,172
Gonzalo Bancalari,32,185
Marco Facconi,27,187
Luca Mainetti,34,183
Athanasios Bilis,32,194
Vangelis Fragistas,32,184
Alejo Michaux,36,195
Jorge Abde Celis,34,199
Riley H Reist,22,173
Warren Race,33,180
Javier Flores,29,174
Maksim Zubkou,36,178
Kerim Han Bilgin,27,174
Manuel Valcarcel,37,176
Sebastian Zapata Ramirez,31,187
Alexis Gurmendi,36,187
Jiri Vachtl,30,189
Felipe Muzzi,28,193
Javier Andres Lopez Martinez,34,171
Sebastian Gamez,28,195
Ivan Mauricio Arevalo Baron,31,192
Abhijeet Joshi,30,182
Roy Zwillinger,36,182
Leonid Mazo,25,186
Terrance Whitehurst,27,194
Fernando Sierra,29,195
Francisco Aranguren,34,191
Karl William Wurth Mac Leay,23,196
Matthew Rodriguez,37,186
Mateo Berne,30,195
Nicolas Barz,28,175
Alejandro Rodriguez Vidal,28,183
Rafael E Grovas,27,190
Denton Ho,22,183
Lukas Sanchez,37,181
Koonwar Gupta,33,174
Frederic Stotz,22,174
Kai Yuen Leung,36,173
Paul Soubies,23,192
Tolunay Sumer,37,198
Niclas Pietsch,34,194
Nicholas C Crystal,25,182
Nicolas Tastet,34,173
Youssef Dabbabi,26,187
Cornell Wette,31,185
Simon Solbas,35,187
Eduard Simo Durall,28,171
Nicolas Carlone,24,192
Loick Bruandet,30,173
David Argasinski,21,189
Felix Albert,35,186
Pablo Schelcher Muro,23,189
Harry Butler,24,175
Muhammad Althaf Dhaifullah,26,187
Akbar Hidayat,25,189
Javier Vazquez Bennassar,29,196
Thomas Wright,33,176
Max Stewart,27,182
Antonio Ruiz,33,178
Kartik Sharma,33,171
Mohammed Iftikhar Sheikh,22,177
Parikshit Somani,20,183
Gustavo Teisen Pereira,28,191
Michael Commings,28,193
Brock Meuris,21,187
Shin Yoshida,35,199
Javier Gonzalez Torres,27,196
Nikshep Ballekere Ravikumar,25,170
Abhinansu Borthakur,32,192
Vlad Mircea Terebes,20,198
Takashi Yasugami,34,178
Roberto Preka,20,178
Karlo Divkovic,29,171
Leandros Misdrahis,20,185
Eric Morris,31,173
Jiajun Zhang,30,182
Adria Fochs Diaz,36,186
Alex Castellanos Munuera,23,180
Kevin Portmann,26,192
Ryan Hardin,31,171
David Lucas Ambrozic,32,173
Uri Hai Asidon,24,181
Sidhan Najeem Mohammed,25,171
Gautham Krishnan Ramesh,21,170
Filip Maric,26,192
Carlos Arana,33,175
Hassan Bakkar,33,185
Julio Ricardo Olaya,29,171
Domenico Scelzi,23,183
Julien Meseguer,22,189
Marvin Schramm,33,181
Adil Karimov,25,196
Alexander Schager,34,188
Jonathan Prince,27,197
Viktor Hascher,24,172
Alejandro Serret Agelet De Saracibar,22,188
Paul Barretto,22,180
Nevo Gabriely,32,173
Emmanuel Emeruwa,21,186
Humberto Lobo Guerra,20,186
Diego Nieves Schettino,31,176
Radoslav Shandarov,27,174
Cristiano Russo,28,188
Daniel Querol Cherigny,33,194
Plamen Penev,37,190
Ido Zonder,29,195
Guy Dagan,28,188
Alessandro Bordone,25,178
Simone Camposeo,20,186
Axel Holm,24,199
Pietro Mugelli,29,178
Andrii Gryniuk,32,183
Santiago Alvarez,23,174
Aleksa Daskalovic,20,191
Djordje Radan,21,171
Emir Candic,23,193
Michele Cappellacci,36,184
Gianmarco Crocetti,29,185
Egill Sigurdsson,31,188
Petru Octavian Berdila,21,170
Dragan Peric,22,192
Jaeyoung Park,33,181
Islom Anvarkhodjaev,34,188
Pablo Llaneza Alcala,32,189
Osmancan Soyler,28,184
Juan Jose Lopez Gomez,21,174
Charles Roberts,35,170
Iftah Yavetz,30,180
Nutdanai Sincharoenwattana,31,196
Brian Berdsuco,20,178
Maximilien Blancaneaux,21,176
Yu Feng Chen,35,171
Cheng Chieh Wang,21,198
Santiago Sarudiansky,29,186
Michael Copeland,29,185
Munashe Chingono,35,185
Eugen Durnescu,32,183
Jung Hoon Kim,35,196
Timur Sottimov,37,171
Julien Seurin,27,188
Rob Van Den Berg,37,197
Nishangan Nadaraja,32,172
Zheng Qi Jonathan Zhang,26,177
Federico Cecconi,37,190
Dave Sebastian Mosqueda,25,194
Chao Ting Hsieh,28,188
Nicholas Nugent,25,185
Daniel Entelis,37,191
Yuki Nakamura,36,173
Christopher Cajigan,31,177
Per Nordstrom,22,197
Nathan Perrone,24,170
Tanaka S Chabata,26,173
Mikel Lopez Hernaez,29,176
Yili Zheng,29,194
Ming Qi Lv,23,198
Lars Hoischen,29,170
Thomas Brees,37,193
Thibault De Negri,22,187
Maxim Verboven,22,173
Manuel Bernard,24,189
Sida Zeng,35,183
Branch Terrell,32,177
Thorsten Sollie,30,196
Francesco Denicoloi,32,187
Nick Broekhof,25,176
Hendrik Maier,32,172
Ching Ho Sunny Yue,23,194
Patryk Krolik,24,190
Iacopo Mangiafico,24,183
Joan Carles Alcala Llinares,33,181
Michael Atlesonn Staff,23,184
Antoine Garcia,31,177
Emmanuel Coste,25,174
Milan Radojkovic,29,186
Jakub Grzegorczyk,20,194
Norbert Tadyszak,35,179
Nick Michielssen,23,180
Martin Soukal,28,197
Tomas Krcma,37,192
Adham Gaber,36,185
Christopher Chien,34,185
Michal Bedra,26,173
Ismail Saadi,37,192
Carlos Kelaidis,25,174
Martin Atanasov,31,179
Artem Kapshuk,22,183
Santiago Hinojosa,20,178
Paul Gueye,24,187
Roberto Rosales,20,189
Alessio De Bernardis,27,175
Josef Dodridge,26,180
Owen Kirk,34,190
Sebastien Collard,30,186
Rocco Savin,37,178
Andi Jianu,33,194
Younes Mouktabil,28,172
Yoav Weinberg,24,185
Krzysztof Gryszczuk,23,189
Russell Henderson,31,173
Sean Collins,20,195
Andrew Rozanov,32,193
Edin Jakupi,20,191
Yi Zhou Liu,22,184
Andreas Kramer,27,171
Jonathan Van Nieuwenhove,37,189
Mathieu Bouwen,35,186
